Date,BHARTIARTL.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,RELIANCE.NS,TCS.NS
2023-03-16,732.3021240234375,746.7242431640625,2327.745361328125,803.9951171875,1287.738525390625,335.8443603515625,331.68988037109375,2112.680908203125,1016.1157836914062,2929.148193359375
2023-03-17,743.3953857421875,756.70849609375,2316.434326171875,816.0466918945312,1302.962890625,330.6497497558594,337.5817565917969,2134.2099609375,1014.837646484375,2923.90673828125
2023-03-20,740.9901733398438,751.4636840820312,2376.8203125,816.2418823242188,1287.3258056640625,333.5111389160156,338.88775634765625,2116.520263671875,1004.8631591796875,2890.79833984375
2023-03-21,743.1008911132812,759.9803466796875,2330.82080078125,831.8065185546875,1275.448974609375,331.8823547363281,340.3233337402344,2146.553955078125,1036.1103515625,2856.587158203125
2023-03-22,742.8554077148438,758.2241821289062,2343.83544921875,839.4180908203125,1274.119140625,332.58673095703125,339.984375,2151.89990234375,1039.2601318359375,2879.302490234375
2023-03-23,749.580078125,752.1373901367188,2352.1171875,834.7828369140625,1260.637451171875,335.1400146484375,334.90997314453125,2144.80419921875,1026.1131591796875,2873.646484375
2023-03-24,748.500244140625,750.9344482421875,2348.04736328125,831.8065185546875,1266.2320556640625,333.42315673828125,337.392333984375,2105.439453125,1005.7990112304688,2869.830078125
2023-03-27,747.81298828125,754.2063598632812,2365.273193359375,828.1958618164062,1273.843994140625,334.7438049316406,339.9943542480469,2093.630126953125,1021.4339599609375,2871.4853515625
2023-03-28,734.7564086914062,760.3412475585938,2349.940185546875,834.0997314453125,1263.4345703125,334.3476257324219,338.73822021484375,2073.8017578125,1026.2044677734375,2865.599365234375
2023-03-29,729.9951171875,763.9981689453125,2395.41943359375,830.4403686523438,1268.8916015625,336.98895263671875,343.1546325683594,2087.263671875,1020.133056640625,2886.752197265625
2023-03-31,735.2963256835938,774.463623046875,2423.34033203125,856.0560913085938,1309.612060546875,337.6492614746094,345.5074157714844,2103.544189453125,1064.116455078125,2948.369873046875
2023-04-03,746.6349487304688,774.9447631835938,2400.387939453125,862.4478759765625,1293.92919921875,333.5992126464844,348.0695495605469,2109.32763671875,1064.299072265625,2942.94384765625
2023-04-05,749.48193359375,795.7310791015625,2444.541748046875,863.2285766601562,1305.57666015625,340.20257568359375,349.3056945800781,2194.47216796875,1061.74267578125,2979.546875
2023-04-06,751.9362182617188,801.7938842773438,2427.978271484375,853.8605346679688,1304.0634765625,341.0389404296875,350.342529296875,2210.510009765625,1068.8638916015625,2961.98095703125
2023-04-10,755.6666870117188,797.99267578125,2396.6494140625,847.46875,1309.2908935546875,342.095458984375,350.78118896484375,2244.96630859375,1061.2861328125,3001.25048828125
